Combo,Weight,EV
AsJcJh3h,0.9999048112460843,-53999.99999999986
AsKcJh3h,1.211757859432568E-16,-54000.000000000065
AcAsJh3h,5.455220881499269E-16,-54000.000000000364
AsKhQh3h,3.194174487503626E-16,-53999.99999999993
AhAsQh3h,8.484945684714746E-18,-53999.99999999983
AsQh4d3h,2.50175687700301E-17,-54000.00000000072
AsQh5d3h,3.605325402809604E-17,-54000.000000000146
AsQhTd3h,2.2721548516929998E-18,-54000.0000000008
AsQhJd3h,1.6246184243546258E-17,-53999.99999999992
AsQdQh3h,0.9999603293289003,-53999.99999999963
AsQh4c3h,2.50175687700301E-17,-54000.00000000072
AsQh5c3h,3.605325402809604E-17,-54000.000000000146
AsQhTc3h,2.2721548516929998E-18,-54000.0000000008
AsQhJc3h,1.6246184243546258E-17,-53999.99999999992
AsQcQh3h,0.9999603293289003,-53999.99999999963
AhAsKh3h,1.6940168832862402E-16,-53999.99999999989
AsKhQd3h,3.8066739745255845E-16,-53999.99999999999
AsKdKh3h,0.970139641753849,-53999.99999999996
AsKhQc3h,3.8066739745255845E-16,-53999.99999999999
AsKcKh3h,0.970139641753849,-53999.99999999996
AhAs6d3h,1.1683325670653618E-17,-53999.99999999949
AhAs7d3h,6.679471292878836E-17,-53999.99999999965
AhAsTd3h,1.5354930212155042E-16,-53999.99999999998
AhAsJd3h,2.2020248519752782E-16,-53999.999999999505
AhAs6c3h,1.1683325670653618E-17,-53999.99999999949
AhAs7c3h,6.679471292878836E-17,-53999.99999999965
AhAsTc3h,1.5354930212155042E-16,-53999.99999999998
AhAsJc3h,2.2020248519752782E-16,-53999.999999999505
As4d3h2d,5.251034081723906E-17,-53999.99999999997
As3h2c2d,1.499475214338051E-15,-54000.00000000051
AsKc3h2d,9.536181742173472E-17,-53999.99999999919
As8d3d3h,4.0696946111260965E-16,-54000.00000000034
AsTc3d3h,1.3355490708579623E-15,-54000.00000000034
AsTd4d3h,2.1880760535561276E-17,-54000.000000000095
AsTc4d3h,1.2123298096748858E-16,-54000.00000000062
AdAs5d3h,2.3999417889519396E-16,-54000.000000000284
As9d6d3h,1.8182519985451294E-17,-54000.000000000146
AsJd6d3h,3.8423735173981886E-16,-53999.9999999991
AsJc6d3h,4.0465361590570227E-17,-54000.0000000005
As8d7d3h,2.361044966639392E-18,-53999.99999999975
AsKc9d3h,5.365819324607147E-18,-54000.00000000046
AdAsTd3h,2.3632006618078036E-16,-54000.00000000002
AsTd3c3h,1.3355490708579623E-15,-54000.00000000034
AsTd4c3h,1.2123298096748858E-16,-54000.00000000062
AsJd6c3h,4.0465361590570227E-17,-54000.0000000005
AsKcJd3h,1.1141114095391165E-17,-54000.00000000006
AsKdQd3h,1.4363922765607153E-17,-54000.00000000015
AdAsQd3h,6.832509640024123E-17,-54000.00000000058
AsKd3h2c,9.536181742173472E-17,-53999.99999999919
AsKd9c3h,5.365819324607147E-18,-54000.00000000046
AsKdJc3h,1.1141114095391165E-17,-54000.00000000006
As4c3h2c,5.251034081723906E-17,-53999.99999999997
As8c3c3h,4.0696946111260965E-16,-54000.00000000034
AsTc4c3h,2.1880760535561276E-17,-54000.000000000095
AcAs5c3h,2.3999417889519396E-16,-54000.000000000284
As9c6c3h,1.8182519985451294E-17,-54000.000000000146
AsJc6c3h,3.8423735173981886E-16,-53999.9999999991
As8c7c3h,2.361044966639392E-18,-53999.99999999975
AcAsTc3h,2.3632006618078036E-16,-54000.00000000002
AsKcQc3h,1.4363922765607153E-17,-54000.00000000015
AcAsQc3h,6.832509640024123E-17,-54000.00000000058
As8h5h4h,1.4786567990567437E-15,-54000.00000000054
AsKh5h4h,1.6022472275665977E-15,-54000.00000000006
AhAs6h4h,1.2390724474905662E-16,-54000.000000000524
AsQd6h4h,6.786696656376668E-16,-53999.99999999975
AsQc6h4h,6.786696656376668E-16,-53999.99999999975
As8d7h4h,7.267572918283936E-17,-54000.00000000028
As8c7h4h,7.267572918283936E-17,-54000.00000000028
AsTh8h4h,1.0420268727848388E-15,-53999.99999999965
AsKh8h4h,3.0267166669322046E-15,-53999.99999999992
AhAs8h4h,1.7892253871487978E-16,-54000.00000000012
AsKd8h4h,7.027155619253824E-7,-54000.00000000056
AdAs8h4h,6.7400563711407765E-15,-53999.9999999996
AsKc8h4h,7.027155619253824E-7,-54000.00000000056
AcAs8h4h,6.7400563711407765E-15,-53999.9999999996
AsJh9h4h,1.833944419261653E-15,-53999.999999999935
As9d9h4h,2.5783259485271536E-4,-54000.00000000031
AsTd9h4h,1.7650927669877334E-16,-53999.9999999991
AsQd9h4h,1.8383300640545022E-16,-54000.00000000011
AsKd9h4h,1.0774153426069855E-5,-53999.9999999999
As9c9h4h,2.5783259485271536E-4,-54000.00000000031
AsTc9h4h,1.7650927669877334E-16,-53999.9999999991
AsQc9h4h,1.8383300640545022E-16,-54000.00000000011
AsKc9h4h,1.0774153426069855E-5,-53999.9999999999
AsTh4h3d,2.1880760535561276E-17,-54000.000000000095
AsTh4d4h,3.258110137891994E-16,-54000.00000000033
AsTh7d4h,2.7120422149066783E-16,-53999.99999999895
AsTdTh4h,0.9424691649916381,-53999.99999999977
AsKdTh4h,2.2279047616262205E-6,-54000.00000000052
AsTh4h3c,2.1880760535561276E-17,-54000.000000000095
AsTh4c4h,3.258110137891994E-16,-54000.00000000033
AsTh7c4h,2.7120422149066783E-16,-53999.99999999895
AsTcTh4h,0.9424691649916381,-53999.99999999977
AsKcTh4h,2.2279047616262205E-6,-54000.00000000052
AsJh9d4h,1.3608206821521912E-15,-53999.999999999294
AsJdJh4h,0.999712821382161,-53999.99999999969
AsKdJh4h,3.7911318387667756E-5,-53999.99999999988
AsJh9c4h,1.3608206821521912E-15,-53999.999999999294
AsJcJh4h,0.999712821382161,-53999.99999999969
AsKcJh4h,3.7911318387667756E-5,-53999.99999999988
AsQdQh4h,0.9999746545183307,-54000.00000000096
AsKdQh4h,1.7312646917155572E-7,-54000.00000000036
AsQcQh4h,0.9999746545183307,-54000.00000000096
AsKcQh4h,1.7312646917155572E-7,-54000.00000000036
AsKh4h2d,3.272556367997653E-17,-53999.9999999999
AsKh4d4h,8.573910255778505E-16,-53999.99999999962
AsKh5d4h,2.1861966378203498E-17,-53999.999999999876
AsKdKh4h,0.9895447669418752,-53999.99999999956
AsKh4h2c,3.272556367997653E-17,-53999.9999999999
AsKh4c4h,8.573910255778505E-16,-53999.99999999962
AsKh5c4h,2.1861966378203498E-17,-53999.999999999876
AsKcKh4h,0.9895447669418752,-53999.99999999956
AdAhAs4h,2.1065868926455178E-17,-54000.00000000016
AcAhAs4h,2.1065868926455178E-17,-54000.00000000016
AdAs4h2d,2.96591545708256E-16,-53999.99999999967
As4d4h3d,3.74009719803638E-17,-54000.00000000016
AsQd4h3d,2.50175687700301E-17,-54000.00000000072
AsTc4h3d,1.2123298096748858E-16,-54000.00000000062
AsTd4d4h,3.258110137891994E-16,-54000.00000000033
AsKd4d4h,8.573910255778505E-16,-53999.99999999962
As6c4d4h,2.280191714172207E-16,-54000.0000000006
As8d5d4h,2.4919936749207323E-16,-53999.99999999896
As9d5d4h,2.417006530594674E-16,-53999.99999999984
AsQc5d4h,1.9405372262507012E-18,-54000.000000000204
As7d6d4h,1.6847852137101368E-16,-54000.00000000062
AsTd6d4h,1.0125177278541713E-18,-54000.00000000003
AsQd6d4h,1.7381056599380874E-17,-53999.99999999923
AsKd6d4h,2.3261966641758806E-18,-54000.00000000066
As6d4c4h,2.280191714172207E-16,-54000.0000000006
AsTc6d4h,6.838633108112609E-16,-53999.99999999932
AsQc6d4h,7.88734100930812E-17,-53999.99999999969
AsKc6d4h,2.5424150528549215E-16,-53999.99999999971
As8d7d4h,8.997414101967442E-17,-54000.00000000088
AsTd7d4h,9.034312933047653E-17,-53999.999999999105
AdAs7d4h,3.7837227286489995E-16,-54000.00000000078
AsKc7d4h,5.71119525933462E-16,-53999.99999999907
AcAs7d4h,1.58592520935697E-17,-53999.99999999987
AdAs8d4h,3.321204131568979E-16,-54000.000000000284
As9c8d4h,7.445312838920077E-17,-53999.99999999967
AcAs8d4h,6.143363108420963E-16,-53999.99999999984
AsJd9d4h,4.100282998893464E-17,-53999.99999999954
AsKd9d4h,4.940463864721083E-7,-53999.99999999961
As9d8c4h,7.445312838920077E-17,-53999.99999999967
AsTd4h3c,1.2123298096748858E-16,-54000.00000000062
AsTd6c4h,6.838633108112609E-16,-53999.99999999932
AsTcTd4h,1.30725978659424E-16,-54000.00000000002
AsJcTd4h,1.7997414994248337E-16,-54000.00000000042
AcAsTd4h,7.675421239002117E-16,-54000.00000000028
AsQdJd4h,2.4179367837714915E-19,-53999.999999999694
AsJdTc4h,1.7997414994248337E-16,-54000.00000000042
AsKdQd4h,2.41986775238129E-5,-54000.0000000008
AsQd5c4h,1.9405372262507012E-18,-54000.000000000204
AsQd6c4h,7.88734100930812E-17,-53999.99999999969
AsQcQd4h,1.0970105049034892E-4,-53999.99999999996
AsKd6c4h,2.5424150528549215E-16,-53999.99999999971
AsKd7c4h,5.71119525933462E-16,-53999.99999999907
AdAs7c4h,1.58592520935697E-17,-53999.99999999987
AdAs8c4h,6.143363108420963E-16,-53999.99999999984
AdAsTc4h,7.675421239002117E-16,-54000.00000000028
AcAs4h2c,2.96591545708256E-16,-53999.99999999967
As4c4h3c,3.74009719803638E-17,-54000.00000000016
AsQc4h3c,2.50175687700301E-17,-54000.00000000072
AsTc4c4h,3.258110137891994E-16,-54000.00000000033
AsKc4c4h,8.573910255778505E-16,-53999.99999999962
As8c5c4h,2.4919936749207323E-16,-53999.99999999896
As9c5c4h,2.417006530594674E-16,-53999.99999999984
As7c6c4h,1.6847852137101368E-16,-54000.00000000062
AsTc6c4h,1.0125177278541713E-18,-54000.00000000003
AsQc6c4h,1.7381056599380874E-17,-53999.99999999923
AsKc6c4h,2.3261966641758806E-18,-54000.00000000066
As8c7c4h,8.997414101967442E-17,-54000.00000000088
AsTc7c4h,9.034312933047653E-17,-53999.999999999105
AcAs7c4h,3.7837227286489995E-16,-54000.00000000078
AcAs8c4h,3.321204131568979E-16,-54000.000000000284
AsJc9c4h,4.100282998893464E-17,-53999.99999999954
AsKc9c4h,4.940463864721083E-7,-53999.99999999961
AsQcJc4h,2.4179367837714915E-19,-53999.999999999694
AsKcQc4h,2.41986775238129E-5,-54000.0000000008
AsJd6h5h,1.458416025781358E-16,-53999.99999999942
AsQd6h5h,1.4667950306950193E-18,-54000.00000000025
AsJc6h5h,1.458416025781358E-16,-53999.99999999942
AsQc6h5h,1.4667950306950193E-18,-54000.00000000025
AsQh7h5h,1.5099339473007268E-15,-53999.99999999979
AsJd7h5h,3.118190962682343E-16,-53999.99999999961
AdAs7h5h,2.627658975357334E-17,-53999.99999999985
AsJc7h5h,3.118190962682343E-16,-53999.99999999961
AcAs7h5h,2.627658975357334E-17,-53999.99999999985
As8h5h2d,1.663684218554854E-16,-54000.000000000495
As8h5h4d,2.4919936749207323E-16,-53999.99999999896
AsQd8h5h,8.207212611721362E-19,-53999.99999999955
AsKd8h5h,2.785219499448394E-6,-54000.000000000146
As8h5h2c,1.663684218554854E-16,-54000.000000000495
As8h5h4c,2.4919936749207323E-16,-53999.99999999896
AsQc8h5h,8.207212611721362E-19,-53999.99999999955
AsKc8h5h,2.785219499448394E-6,-54000.000000000146
AsQh9h5h,5.862097609434697E-16,-53999.99999999974
AsKh9h5h,4.218740015643012E-6,-54000.00000000072
As9h5h4d,2.417006530594674E-16,-53999.99999999984
As9d9h5h,0.005334244141595217,-53999.99999999962
AsJd9h5h,1.430187074293878E-17,-53999.99999999989
AsKd9h5h,3.364474328809027E-5,-53999.99999999939
As9h5h4c,2.417006530594674E-16,-53999.99999999984
As9c9h5h,0.005334244141595217,-53999.99999999962
AsJc9h5h,1.430187074293878E-17,-53999.99999999989
AsKc9h5h,3.364474328809027E-5,-53999.99999999939
AsTh6d5h,5.879537727423868E-16,-53999.99999999931
AsTdTh5h,0.7152797969774857,-53999.99999999992
AsJdTh5h,3.4293825545060275E-16,-54000.000000001084
AsKdTh5h,2.817531600846361E-5,-53999.9999999995
AsTh6c5h,5.879537727423868E-16,-53999.99999999931
AsTcTh5h,0.7152797969774857,-53999.99999999992
AsJcTh5h,3.4293825545060275E-16,-54000.000000001084
AsKcTh5h,2.817531600846361E-5,-53999.9999999995
AsJh5h2d,1.0747073514044773E-17,-54000.00000000004
AsJh5d5h,0.1121616291748504,-54000.00000000007
AsJh6d5h,1.3602034135611893E-17,-54000.000000000124
AsJh8d5h,5.850356525912057E-16,-54000.00000000012
AsJdJh5h,0.9999999052121262,-53999.99999999964
AsKdJh5h,3.7245740192880296E-5,-53999.999999999796
AsJh5h2c,1.0747073514044773E-17,-54000.00000000004
AsJh5c5h,0.1121616291748504,-54000.00000000007
AsJh6c5h,1.3602034135611893E-17,-54000.000000000124
AsJh8c5h,5.850356525912057E-16,-54000.00000000012
AsJcJh5h,0.9999999052121262,-53999.99999999964
AsKcJh5h,3.7245740192880296E-5,-53999.999999999796
AsKhQh5h,1.208592610359122E-15,-54000.0
AsQh5d5h,4.969119240995131E-5,-53999.999999999956
AsQdQh5h,0.9999746547272982,-53999.999999998996
AsKdQh5h,3.7148167778165436E-5,-53999.999999999694
AsQh5c5h,4.969119240995131E-5,-53999.999999999956
AsQcQh5h,0.9999746547272982,-53999.999999998996
AsKcQh5h,3.7148167778165436E-5,-53999.999999999694
AsKh5d5h,1.6356448818880944E-4,-53999.99999999997
AsKh9d5h,3.4059039005906924E-5,-54000.00000000042
AsKhJd5h,1.2971537645551113E-15,-53999.999999999585
AsKhQd5h,2.608014346878165E-5,-53999.99999999981
AsKdKh5h,0.9965591110913137,-54000.000000000044
AsKh5c5h,1.6356448818880944E-4,-53999.99999999997
AsKh9c5h,3.4059039005906924E-5,-54000.00000000042
AsKhJc5h,1.2971537645551113E-15,-53999.999999999585
AsKhQc5h,2.608014346878165E-5,-53999.99999999981
AsKcKh5h,0.9965591110913137,-54000.000000000044
AhAs5h2d,3.3905399906187774E-18,-54000.00000000009
AhAs5h3d,2.3999417889519396E-16,-54000.000000000284
AhAs5d5h,1.637775632263767E-16,-54000.00000000009
AhAs9d5h,2.3908201136485683E-16,-53999.999999999534
AhAsJd5h,2.2454046493673987E-16,-53999.999999999294
AdAhAs5h,2.7233085885946312E-15,-54000.00000000001
AhAs5h2c,3.3905399906187774E-18,-54000.00000000009
AhAs5h3c,2.3999417889519396E-16,-54000.000000000284
AhAs5c5h,1.637775632263767E-16,-54000.00000000009
AhAs9c5h,2.3908201136485683E-16,-53999.999999999534
AhAsJc5h,2.2454046493673987E-16,-53999.999999999294
AcAhAs5h,2.7233085885946312E-15,-54000.00000000001
AsKd5h2d,1.1133809073714543E-16,-54000.00000000024
As7d5h3d,1.9923784385523606E-17,-54000.000000000495
AsTd5h3d,5.602877859193614E-17,-53999.9999999997
AsQd5h3d,3.605325402809604E-17,-54000.000000000146
AsKd5h4d,2.1861966378203498E-17,-53999.999999999876
AsQc5h4d,1.9405372262507012E-18,-54000.000000000204
AsJd5d5h,0.1121616291748504,-54000.00000000007
AsQd5d5h,4.969119240995131E-5,-53999.999999999956
AsKd5d5h,1.6356448818880944E-4,-53999.99999999997
AdAs5d5h,1.637775632263767E-16,-54000.00000000009
AsJc5d5h,1.9747812197677774E-15,-53999.99999999977
AsKc5d5h,1.298905085154618E-5,-54000.000000000335
AsJc6d5h,1.222640644179507E-16,-53999.99999999971
AsTd7d5h,1.6385853538006014E-15,-53999.999999999505
AsTc7d5h,3.199793499162623E-16,-54000.000000000065
AsJd9d5h,3.261997094731507E-17,-53999.999999999636
AsQd9d5h,2.822075251404589E-16,-54000.00000000018
AsKd9d5h,3.0450679017268175E-5,-54000.0000000006
AsJc9d5h,2.815332395452947E-17,-53999.999999999716
AsQdTd5h,3.0225407598125287E-16,-54000.000000000306
AsTd7c5h,3.199793499162623E-16,-54000.000000000065
AsKdJd5h,1.254207022696263E-6,-54000.00000000018
AsJd5c5h,1.9747812197677774E-15,-53999.99999999977
AsJd6c5h,1.222640644179507E-16,-53999.99999999971
AsJd9c5h,2.815332395452947E-17,-53999.999999999716
AsJcJd5h,2.4888923595566048E-5,-54000.00000000018
AsQcJd5h,2.858846450597177E-17,-54000.00000000016
AsKcJd5h,1.3935363642006713E-6,-54000.00000000004
AsKdQd5h,1.7396006034559975E-5,-54000.00000000058
AdAsQd5h,4.031343326300306E-16,-53999.999999999534
AsQd5h4c,1.9405372262507012E-18,-54000.000000000204
AsQdJc5h,2.858846450597177E-17,-54000.00000000016
AsQcQd5h,5.7179178741444296E-5,-53999.999999999956
AsKcQd5h,9.29247901175923E-6,-53999.99999999989
AdAsKd5h,2.0230188826994415E-16,-54000.0000000004
AsKd5c5h,1.298905085154618E-5,-54000.000000000335
AsKdJc5h,1.3935363642006713E-6,-54000.00000000004
AsKdQc5h,9.29247901175923E-6,-53999.99999999989
AsKcKd5h,0.0024956465114475647,-53999.999999999694
AsKc5h2c,1.1133809073714543E-16,-54000.00000000024
As7c5h3c,1.9923784385523606E-17,-54000.000000000495
AsTc5h3c,5.602877859193614E-17,-53999.9999999997
AsQc5h3c,3.605325402809604E-17,-54000.000000000146
AsKc5h4c,2.1861966378203498E-17,-53999.999999999876
AsJc5c5h,0.1121616291748504,-54000.00000000007
AsQc5c5h,4.969119240995131E-5,-53999.999999999956
AsKc5c5h,1.6356448818880944E-4,-53999.99999999997
AcAs5c5h,1.637775632263767E-16,-54000.00000000009
AsTc7c5h,1.6385853538006014E-15,-53999.999999999505
AsJc9c5h,3.261997094731507E-17,-53999.999999999636
AsQc9c5h,2.822075251404589E-16,-54000.00000000018
AsKc9c5h,3.0450679017268175E-5,-54000.0000000006
AsQcTc5h,3.0225407598125287E-16,-54000.000000000306
AsKcJc5h,1.254207022696263E-6,-54000.00000000018
AsKcQc5h,1.7396006034559975E-5,-54000.00000000058
AcAsQc5h,4.031343326300306E-16,-53999.999999999534
AcAsKc5h,2.0230188826994415E-16,-54000.0000000004
As9h7h6h,1.3086183227030659E-15,-54000.00000000049
AhAs7h6h,5.693059527228261E-16,-53999.99999999997
As7h6h4d,1.6847852137101368E-16,-54000.00000000062
As7h6d6h,1.687931740444907E-16,-54000.00000000062
As9d7h6h,1.2538516101017288E-16,-54000.000000000175
As7h6h4c,1.6847852137101368E-16,-54000.00000000062
As7h6c6h,1.687931740444907E-16,-54000.00000000062
As9c7h6h,1.2538516101017288E-16,-54000.000000000175
AhAs8h6h,1.2206244604520903E-17,-54000.00000000038
AsQd8h6h,5.390365945748055E-16,-54000.0000000002
AsKd8h6h,6.436296342407531E-6,-54000.00000000011
AsQc8h6h,5.390365945748055E-16,-54000.0000000002
AsKc8h6h,6.436296342407531E-6,-54000.00000000011
AsKh9h6h,1.0342109986619576E-5,-54000.00000000015
As9h6h3d,1.8182519985451294E-17,-54000.000000000146
As9h6d6h,4.464171439802464E-16,-53999.999999999716
As9d9h6h,7.378174451550858E-9,-53999.999999998756
AsQd9h6h,9.87272367274365E-17,-54000.00000000011
AsKd9h6h,1.2844992286249897E-5,-54000.00000000044
As9h6h3c,1.8182519985451294E-17,-54000.000000000146
As9h6c6h,4.464171439802464E-16,-53999.999999999716
As9c9h6h,7.378174451550858E-9,-53999.999999998756
AsQc9h6h,9.87272367274365E-17,-54000.00000000011
AsKc9h6h,1.2844992286249897E-5,-54000.00000000044
AsKhTh6h,2.337977446640362E-6,-53999.99999999999
AsTh6h4d,1.0125177278541713E-18,-54000.00000000003
AsTdTh6h,0.9261428004736654,-54000.000000000146
AsQdTh6h,8.778740050070898E-17,-53999.99999999965
AsKdTh6h,2.7007487867409412E-5,-54000.00000000033
AsTh6h4c,1.0125177278541713E-18,-54000.00000000003
AsTcTh6h,0.9261428004736654,-54000.000000000146
AsQcTh6h,8.778740050070898E-17,-53999.99999999965
AsKcTh6h,2.7007487867409412E-5,-54000.00000000033
AsKhJh6h,2.452784018393229E-17,-54000.00000000009
AsJh6h3d,3.8423735173981886E-16,-53999.9999999991
AsJh6d6h,0.002119091302114305,-53999.999999999556
AsJdJh6h,0.9250329803816482,-53999.999999999716
AsKdJh6h,5.9564225335424176E-5,-54000.00000000054
AdAsJh6h,5.275129152781813E-16,-53999.99999999981
AsJh6h3c,3.8423735173981886E-16,-53999.9999999991
AsJh6c6h,0.002119091302114305,-53999.999999999556
AsJcJh6h,0.9250329803816482,-53999.999999999716
AsKcJh6h,5.9564225335424176E-5,-54000.00000000054
AcAsJh6h,5.275129152781813E-16,-53999.99999999981
AsQh6h4d,1.7381056599380874E-17,-53999.99999999923
AsQh6d6h,2.176696104149635E-5,-53999.99999999948
AsQh8d6h,1.8075869274212913E-5,-54000.00000000077
AsQhTd6h,2.174757772952348E-17,-53999.99999999998
AsQdQh6h,0.9999916525423558,-53999.99999999932
AsKdQh6h,5.444464487074511E-5,-54000.00000000056
AsQh6h4c,1.7381056599380874E-17,-53999.99999999923
AsQh6c6h,2.176696104149635E-5,-53999.99999999948
AsQh8c6h,1.8075869274212913E-5,-54000.00000000077
AsQhTc6h,2.174757772952348E-17,-53999.99999999998
AsQcQh6h,0.9999916525423558,-53999.99999999932
AsKcQh6h,5.444464487074511E-5,-54000.00000000056
AsKh6h4d,2.3261966641758806E-18,-54000.00000000066
AsKh6d6h,2.2296809555468015E-4,-54000.00000000057
AsKh9d6h,4.705810542908509E-5,-53999.999999999505
AsKhTd6h,8.459604789559678E-6,-54000.00000000007
AsKhQd6h,2.6471348562440048E-5,-54000.00000000005
AsKdKh6h,0.9999126138913783,-53999.999999999505
AsKh6h4c,2.3261966641758806E-18,-54000.00000000066
AsKh6c6h,2.2296809555468015E-4,-54000.00000000057
AsKh9c6h,4.705810542908509E-5,-53999.999999999505
AsKhTc6h,8.459604789559678E-6,-54000.00000000007
AsKhQc6h,2.6471348562440048E-5,-54000.00000000005
AsKcKh6h,0.9999126138913783,-53999.999999999505
AhAs6d6h,1.6173628593638228E-16,-53999.99999999922
AhAs8d6h,8.372593353113632E-16,-53999.999999999505
AhAs9d6h,1.9280953417358348E-16,-54000.00000000018
AhAsKd6h,3.678991441722458E-17,-53999.99999999944
AhAs6c6h,1.6173628593638228E-16,-53999.99999999922
AhAs8c6h,8.372593353113632E-16,-53999.999999999505
AhAs9c6h,1.9280953417358348E-16,-54000.00000000018
AhAsKc6h,3.678991441722458E-17,-53999.99999999944
As7d6h2d,3.996000684593069E-17,-54000.000000000495
As9d6h2d,4.663573603798371E-17,-54000.0000000002
AdAs6h3d,1.1683325670653618E-17,-53999.99999999949
AsJc6h3d,4.0465361590570227E-17,-54000.0000000005
As6h4c4d,2.280191714172207E-16,-54000.0000000006
AsTc6h4d,6.838633108112609E-16,-53999.99999999932
AsQc6h4d,7.88734100930812E-17,-53999.99999999969
AsKc6h4d,2.5424150528549215E-16,-53999.99999999971
AsTd6h5d,5.879537727423868E-16,-53999.99999999931
AsJd6h5d,1.3602034135611893E-17,-54000.000000000124
AsJc6h5d,1.222640644179507E-16,-53999.99999999971
As7d6d6h,1.687931740444907E-16,-54000.00000000062
As9d6d6h,4.464171439802464E-16,-53999.999999999716
AsJd6d6h,0.002119091302114305,-53999.999999999556
AsQd6d6h,2.176696104149635E-5,-53999.99999999948
AsKd6d6h,2.2296809555468015E-4,-54000.00000000057
AdAs6d6h,1.6173628593638228E-16,-53999.99999999922
As7c6d6h,5.783434690436987E-16,-54000.000000000764
AsKc6d6h,4.552894646753877E-6,-54000.0000000001
As8d7d6h,2.784872788550881E-16,-53999.99999999968
As7d6c6h,5.783434690436987E-16,-54000.000000000764
As9d8d6h,4.959551117629206E-17,-53999.999999999665
AsTd8d6h,3.7482676888585946E-16,-53999.99999999951
As8c8d6h,1.2645315233273295E-15,-54000.00000000013
AsKc8d6h,3.535205512897353E-17,-53999.99999999958
AsQd9d6h,1.2405491776984711E-17,-53999.99999999981
AsKd9d6h,9.444899646133702E-6,-53999.99999999981
AsQdTd6h,2.4047758802611584E-17,-54000.000000000924
AsKdTd6h,2.419329636740034E-5,-54000.00000000007
AsTd6h4c,6.838633108112609E-16,-53999.99999999932
AsKcTd6h,3.3886450693999884E-6,-53999.99999999976
AsKdJd6h,4.933801231610056E-5,-53999.99999999989
AsJd6h3c,4.0465361590570227E-17,-54000.0000000005
AsJd6h5c,1.222640644179507E-16,-53999.99999999971
AsJcJd6h,1.1520613541223131E-15,-53999.99999999969
AsKcJd6h,4.6636540225304385E-6,-53999.99999999975
AsKdQd6h,7.087679683328789E-5,-54000.00000000042
AdAsQd6h,1.826360290203209E-16,-53999.99999999967
AsQd6h4c,7.88734100930812E-17,-53999.99999999969
AsQcQd6h,1.7580104274719444E-4,-54000.00000000009
AsKcQd6h,8.346961638652856E-6,-53999.999999999854
AsKd6h4c,2.5424150528549215E-16,-53999.99999999971
AsKd6c6h,4.552894646753877E-6,-54000.0000000001
AsKd8c6h,3.535205512897353E-17,-53999.99999999958
AsKdTc6h,3.3886450693999884E-6,-53999.99999999976
AsKdJc6h,4.6636540225304385E-6,-53999.99999999975
AsKdQc6h,8.346961638652856E-6,-53999.999999999854
AsKcKd6h,0.9999730411120016,-54000.000000000306
As7c6h2c,3.996000684593069E-17,-54000.000000000495
As9c6h2c,4.663573603798371E-17,-54000.0000000002
AcAs6h3c,1.1683325670653618E-17,-53999.99999999949
AsTc6h5c,5.879537727423868E-16,-53999.99999999931
AsJc6h5c,1.3602034135611893E-17,-54000.000000000124
As7c6c6h,1.687931740444907E-16,-54000.00000000062
As9c6c6h,4.464171439802464E-16,-53999.999999999716
AsJc6c6h,0.002119091302114305,-53999.999999999556
AsQc6c6h,2.176696104149635E-5,-53999.99999999948
AsKc6c6h,2.2296809555468015E-4,-54000.00000000057
AcAs6c6h,1.6173628593638228E-16,-53999.99999999922
As8c7c6h,2.784872788550881E-16,-53999.99999999968
As9c8c6h,4.959551117629206E-17,-53999.999999999665
AsTc8c6h,3.7482676888585946E-16,-53999.99999999951
AsQc9c6h,1.2405491776984711E-17,-53999.99999999981
AsKc9c6h,9.444899646133702E-6,-53999.99999999981
AsQcTc6h,2.4047758802611584E-17,-54000.000000000924
AsKcTc6h,2.419329636740034E-5,-54000.00000000007
AsKcJc6h,4.933801231610056E-5,-53999.99999999989
AsKcQc6h,7.087679683328789E-5,-54000.00000000042
AcAsQc6h,1.826360290203209E-16,-53999.99999999967
AsTh8h7h,9.515410081379635E-16,-54000.000000000124
As8h7h3d,2.361044966639392E-18,-53999.99999999975
As8h7h4d,8.997414101967442E-17,-54000.00000000088
As8h7h6d,2.784872788550881E-16,-53999.99999999968
As8h7h3c,2.361044966639392E-18,-53999.99999999975
As8h7h4c,8.997414101967442E-17,-54000.00000000088
As8h7h6c,2.784872788550881E-16,-53999.99999999968
AsQh9h7h,1.2189083347272987E-15,-53999.99999999985
AsKd9h7h,2.8246718905770604E-5,-53999.99999999882
AsKc9h7h,2.8246718905770604E-5,-53999.99999999882
AsKhTh7h,7.58510782163974E-15,-54000.000000000226
AsTh7h4d,9.034312933047653E-17,-53999.999999999105
AsTh7h5d,1.6385853538006014E-15,-53999.999999999505
AsTh7d7h,1.0348077463227719E-4,-53999.99999999927
AsTdTh7h,0.05814196448945587,-54000.00000000045
AsKdTh7h,2.240997684769056E-5,-54000.00000000053
AsTh7h4c,9.034312933047653E-17,-53999.999999999105
AsTh7h5c,1.6385853538006014E-15,-53999.999999999505
AsTh7c7h,1.0348077463227719E-4,-53999.99999999927
AsTcTh7h,0.05814196448945587,-54000.00000000045
AsKcTh7h,2.240997684769056E-5,-54000.00000000053
AsKhJh7h,4.693480639502147E-6,-54000.00000000036
AhAsJh7h,5.819867640660403E-15,-53999.99999999994
AsJdJh7h,1.0,-53999.99999999973
AsKdJh7h,1.231571369324671E-4,-53999.999999999236
