Combo,Weight,EV
AhKsQs3s,3.194174487503626E-16,-53999.99999999993
KsQs5d3s,2.2992221684003906E-16,-54000.00000000001
KsQs6d3s,7.236437162084804E-16,-54000.00000000045
KsQdQs3s,7.166458564146261E-16,-54000.00000000035
AdKsQs3s,3.194174487503626E-16,-53999.99999999993
KsQs5c3s,2.2992221684003906E-16,-54000.00000000001
KsQs6c3s,7.236437162084804E-16,-54000.00000000045
KsQcQs3s,7.166458564146261E-16,-54000.00000000035
AcKsQs3s,3.194174487503626E-16,-53999.99999999993
AsQs8h3s,3.0013003040582042E-15,-54000.00000000049
AsQsTh3s,3.3609545773275707E-15,-53999.999999999796
AhAsQs3s,8.484945684714746E-18,-53999.99999999983
AsQs8d3s,3.0013003040582042E-15,-54000.00000000049
AsQsTd3s,3.3609545773275707E-15,-53999.999999999796
AdAsQs3s,8.484945684714746E-18,-53999.99999999983
AsQs8c3s,3.0013003040582042E-15,-54000.00000000049
AsQsTc3s,3.3609545773275707E-15,-53999.999999999796
AcAsQs3s,8.484945684714746E-18,-53999.99999999983
Qs3h3s2h,9.032431797932392E-17,-54000.00000000024
Qs9h3s2h,1.756094683363074E-16,-54000.00000000024
AhQs3s2h,1.385789335157325E-18,-54000.00000000055
QsTd3s2h,5.988176848085567E-17,-53999.99999999991
QsTc3s2h,5.988176848085567E-17,-53999.99999999991
QdQs3h3s,4.2094050595815277E-16,-54000.000000000815
QcQs3h3s,4.2094050595815277E-16,-54000.000000000815
Qs7h4h3s,3.743508105963918E-15,-54000.00000000013
QhQs4h3s,9.546664395352306E-17,-53999.9999999999
AdQs4h3s,2.50175687700301E-17,-54000.00000000072
AcQs4h3s,2.50175687700301E-17,-54000.00000000072
Qs9d5h3s,1.2969387535294195E-17,-53999.99999999984
AdQs5h3s,3.605325402809604E-17,-54000.000000000146
Qs9c5h3s,1.2969387535294195E-17,-53999.99999999984
AcQs5h3s,3.605325402809604E-17,-54000.000000000146
QsTh6h3s,1.4487079347301827E-16,-54000.00000000004
QhQs7h3s,3.6584493885309864E-16,-54000.000000000044
Qs8d7h3s,1.0479253979594356E-15,-54000.000000000204
Qs8c7h3s,1.0479253979594356E-15,-54000.000000000204
Qs9h8h3s,1.3360286997956514E-16,-53999.99999999997
QsJh8h3s,9.72993740934092E-16,-54000.000000000146
QhQs8h3s,6.722811839712291E-16,-53999.99999999928
Qs8h7d3s,1.0479253979594356E-15,-54000.000000000204
Qs8h7c3s,1.0479253979594356E-15,-54000.000000000204
Qs9h5d3s,1.2969387535294195E-17,-53999.99999999984
Qs9d9h3s,2.464377780862874E-16,-53999.999999999665
QsJd9h3s,1.847987017803527E-17,-53999.99999999972
Qs9h5c3s,1.2969387535294195E-17,-53999.99999999984
Qs9c9h3s,2.464377780862874E-16,-53999.999999999665
QsJc9h3s,1.847987017803527E-17,-53999.99999999972
QhQsTh3s,7.154937348356566E-16,-53999.99999999976
QsTh3s2d,5.988176848085567E-17,-53999.99999999991
QdQsTh3s,5.1479603997112E-17,-54000.00000000107
AdQsTh3s,2.2721548516929998E-18,-54000.0000000008
QsTh3s2c,5.988176848085567E-17,-53999.99999999991
QcQsTh3s,5.1479603997112E-17,-54000.00000000107
AcQsTh3s,2.2721548516929998E-18,-54000.0000000008
QsJh9d3s,1.847987017803527E-17,-53999.99999999972
QsJdJh3s,3.5574176677103255E-15,-53999.99999999969
QdQsJh3s,4.769463054297198E-16,-54000.000000000604
AdQsJh3s,1.6246184243546258E-17,-53999.99999999992
QsJh9c3s,1.847987017803527E-17,-53999.99999999972
QsJcJh3s,3.5574176677103255E-15,-53999.99999999969
QcQsJh3s,4.769463054297198E-16,-54000.000000000604
AcQsJh3s,1.6246184243546258E-17,-53999.99999999992
QhQs3d3s,4.2094050595815277E-16,-54000.000000000815
QhQsTd3s,5.1479603997112E-17,-54000.00000000107
QhQsJd3s,4.769463054297198E-16,-54000.000000000604
KdQhQs3s,5.818252609136198E-18,-53999.99999999958
AdQhQs3s,0.9999603293289003,-53999.99999999963
QhQs3c3s,4.2094050595815277E-16,-54000.000000000815
QhQsTc3s,5.1479603997112E-17,-54000.00000000107
QhQsJc3s,4.769463054297198E-16,-54000.000000000604
KcQhQs3s,5.818252609136198E-18,-53999.99999999958
AcQhQs3s,0.9999603293289003,-53999.99999999963
KhQdQs3s,5.818252609136198E-18,-53999.99999999958
KdKhQs3s,3.2924062803296288E-15,-53999.99999999982
KhQcQs3s,5.818252609136198E-18,-53999.99999999958
KcKhQs3s,3.2924062803296288E-15,-53999.99999999982
AhQs4d3s,2.50175687700301E-17,-54000.00000000072
AhQs5d3s,3.605325402809604E-17,-54000.000000000146
AhQsTd3s,2.2721548516929998E-18,-54000.0000000008
AhQsJd3s,1.6246184243546258E-17,-53999.99999999992
AhQdQs3s,0.9999603293289003,-53999.99999999963
AhQs4c3s,2.50175687700301E-17,-54000.00000000072
AhQs5c3s,3.605325402809604E-17,-54000.000000000146
AhQsTc3s,2.2721548516929998E-18,-54000.0000000008
AhQsJc3s,1.6246184243546258E-17,-53999.99999999992
AhQcQs3s,0.9999603293289003,-53999.99999999963
Qs3d3s2d,9.032431797932392E-17,-54000.00000000024
Qs9d3s2d,1.756094683363074E-16,-54000.00000000024
AdQs3s2d,1.385789335157325E-18,-54000.00000000055
QsTc3s2d,5.988176848085567E-17,-53999.99999999991
QcQs3d3s,4.2094050595815277E-16,-54000.000000000815
Qs7d4d3s,3.743508105963918E-15,-54000.00000000013
QdQs4d3s,9.546664395352306E-17,-53999.9999999999
AcQs4d3s,2.50175687700301E-17,-54000.00000000072
Qs9c5d3s,1.2969387535294195E-17,-53999.99999999984
AcQs5d3s,3.605325402809604E-17,-54000.000000000146
QsTd6d3s,1.4487079347301827E-16,-54000.00000000004
QdQs7d3s,3.6584493885309864E-16,-54000.000000000044
Qs8c7d3s,1.0479253979594356E-15,-54000.000000000204
Qs9d8d3s,1.3360286997956514E-16,-53999.99999999997
QsJd8d3s,9.72993740934092E-16,-54000.000000000146
QdQs8d3s,6.722811839712291E-16,-53999.99999999928
Qs8d7c3s,1.0479253979594356E-15,-54000.000000000204
Qs9d5c3s,1.2969387535294195E-17,-53999.99999999984
Qs9c9d3s,2.464377780862874E-16,-53999.999999999665
QsJc9d3s,1.847987017803527E-17,-53999.99999999972
QdQsTd3s,7.154937348356566E-16,-53999.99999999976
QsTd3s2c,5.988176848085567E-17,-53999.99999999991
QcQsTd3s,5.1479603997112E-17,-54000.00000000107
AcQsTd3s,2.2721548516929998E-18,-54000.0000000008
QsJd9c3s,1.847987017803527E-17,-53999.99999999972
QsJcJd3s,3.5574176677103255E-15,-53999.99999999969
QcQsJd3s,4.769463054297198E-16,-54000.000000000604
AcQsJd3s,1.6246184243546258E-17,-53999.99999999992
QdQs3c3s,4.2094050595815277E-16,-54000.000000000815
QdQsTc3s,5.1479603997112E-17,-54000.00000000107
QdQsJc3s,4.769463054297198E-16,-54000.000000000604
KcQdQs3s,5.818252609136198E-18,-53999.99999999958
AcQdQs3s,0.9999603293289003,-53999.99999999963
KdQcQs3s,5.818252609136198E-18,-53999.99999999958
KcKdQs3s,3.2924062803296288E-15,-53999.99999999982
AdQs4c3s,2.50175687700301E-17,-54000.00000000072
AdQs5c3s,3.605325402809604E-17,-54000.000000000146
AdQsTc3s,2.2721548516929998E-18,-54000.0000000008
AdQsJc3s,1.6246184243546258E-17,-53999.99999999992
AdQcQs3s,0.9999603293289003,-53999.99999999963
Qs3c3s2c,9.032431797932392E-17,-54000.00000000024
Qs9c3s2c,1.756094683363074E-16,-54000.00000000024
AcQs3s2c,1.385789335157325E-18,-54000.00000000055
Qs7c4c3s,3.743508105963918E-15,-54000.00000000013
QcQs4c3s,9.546664395352306E-17,-53999.9999999999
QsTc6c3s,1.4487079347301827E-16,-54000.00000000004
QcQs7c3s,3.6584493885309864E-16,-54000.000000000044
Qs9c8c3s,1.3360286997956514E-16,-53999.99999999997
QsJc8c3s,9.72993740934092E-16,-54000.000000000146
QcQs8c3s,6.722811839712291E-16,-53999.99999999928
QcQsTc3s,7.154937348356566E-16,-53999.99999999976
AsKsTh3s,1.7026484140930049E-15,-53999.99999999986
AsKhKs3s,7.78094388751929E-16,-54000.00000000015
AhAsKs3s,1.6940168832862402E-16,-53999.99999999989
AsKsTd3s,1.7026484140930049E-15,-53999.99999999986
AsKdKs3s,7.78094388751929E-16,-54000.00000000015
AdAsKs3s,1.6940168832862402E-16,-53999.99999999989
AsKsTc3s,1.7026484140930049E-15,-53999.99999999986
AsKcKs3s,7.78094388751929E-16,-54000.00000000015
AcAsKs3s,1.6940168832862402E-16,-53999.99999999989
Ks7h3s2h,1.0819396718864025E-15,-54000.000000000065
Ks7d3s2h,2.6288012839621153E-16,-54000.00000000012
KsQd3s2h,4.639181398258976E-16,-53999.99999999927
Ks7c3s2h,2.6288012839621153E-16,-54000.00000000012
KsQc3s2h,4.639181398258976E-16,-53999.99999999927
Ks4h3h3s,3.107840172784461E-15,-54000.00000000061
Ks6h3h3s,3.8197082397783464E-17,-54000.00000000063
Ks8h3h3s,2.7691513895930226E-16,-53999.999999999796
KsQd3h3s,4.82486420730492E-15,-53999.99999999981
KdKs3h3s,6.593674824620648E-18,-54000.00000000039
KsQc3h3s,4.82486420730492E-15,-53999.99999999981
KcKs3h3s,6.593674824620648E-18,-54000.00000000039
AhKs4h3s,2.6266734946112154E-16,-53999.999999999774
KsQh5h3s,1.868974142170786E-16,-54000.00000000024
KhKs5h3s,2.007765968187579E-15,-54000.00000000046
Ks8h6h3s,7.832984545859368E-16,-53999.999999999796
Ks6d6h3s,1.006560878401496E-16,-53999.99999999989
Ks6c6h3s,1.006560878401496E-16,-53999.99999999989
Ks7h3s2d,2.6288012839621153E-16,-54000.00000000012
Ks7h3s2c,2.6288012839621153E-16,-54000.00000000012
KsTh8h3s,7.52625251931503E-16,-53999.99999999982
KsJh8h3s,2.4663566532214483E-15,-53999.999999999985
KsQh8h3s,6.0173701752400734E-15,-53999.99999999976
KhKs9h3s,3.21929299713655E-16,-54000.00000000065
AhKs9h3s,7.785983436224846E-16,-53999.99999999989
KsQd9h3s,4.0994448032981565E-17,-53999.99999999997
KsQc9h3s,4.0994448032981565E-17,-53999.99999999997
KhKsTh3s,9.760191541223837E-15,-54000.00000000007
AhKsTh3s,1.3797943421459986E-16,-54000.00000000008
KdKsJh3s,2.831539392969375E-17,-53999.999999999505
KcKsJh3s,2.831539392969375E-17,-53999.999999999505
KsQh3s2d,4.639181398258976E-16,-53999.99999999927
KsQh3d3s,4.82486420730492E-15,-53999.99999999981
KsQh9d3s,4.0994448032981565E-17,-53999.99999999997
AdKsQh3s,3.8066739745255845E-16,-53999.99999999999
KsQh3s2c,4.639181398258976E-16,-53999.99999999927
KsQh3c3s,4.82486420730492E-15,-53999.99999999981
KsQh9c3s,4.0994448032981565E-17,-53999.99999999997
AcKsQh3s,3.8066739745255845E-16,-53999.99999999999
KhKs3d3s,6.593674824620648E-18,-54000.00000000039
KhKsJd3s,2.831539392969375E-17,-53999.999999999505
AdKhKs3s,0.970139641753849,-53999.99999999996
KhKs3c3s,6.593674824620648E-18,-54000.00000000039
KhKsJc3s,2.831539392969375E-17,-53999.999999999505
AcKhKs3s,0.970139641753849,-53999.99999999996
AhKsQd3s,3.8066739745255845E-16,-53999.99999999999
AhKdKs3s,0.970139641753849,-53999.99999999996
AhKsQc3s,3.8066739745255845E-16,-53999.99999999999
AhKcKs3s,0.970139641753849,-53999.99999999996
Ks7d3s2d,1.0819396718864025E-15,-54000.000000000065
Ks7c3s2d,2.6288012839621153E-16,-54000.00000000012
KsQc3s2d,4.639181398258976E-16,-53999.99999999927
Ks4d3d3s,3.107840172784461E-15,-54000.00000000061
Ks6d3d3s,3.8197082397783464E-17,-54000.00000000063
Ks8d3d3s,2.7691513895930226E-16,-53999.999999999796
KsQc3d3s,4.82486420730492E-15,-53999.99999999981
KcKs3d3s,6.593674824620648E-18,-54000.00000000039
AdKs4d3s,2.6266734946112154E-16,-53999.999999999774
KsQd5d3s,1.868974142170786E-16,-54000.00000000024
KdKs5d3s,2.007765968187579E-15,-54000.00000000046
Ks8d6d3s,7.832984545859368E-16,-53999.999999999796
Ks6c6d3s,1.006560878401496E-16,-53999.99999999989
Ks7d3s2c,2.6288012839621153E-16,-54000.00000000012
KsTd8d3s,7.52625251931503E-16,-53999.99999999982
KsJd8d3s,2.4663566532214483E-15,-53999.999999999985
KsQd8d3s,6.0173701752400734E-15,-53999.99999999976
KdKs9d3s,3.21929299713655E-16,-54000.00000000065
AdKs9d3s,7.785983436224846E-16,-53999.99999999989
KsQc9d3s,4.0994448032981565E-17,-53999.99999999997
KdKsTd3s,9.760191541223837E-15,-54000.00000000007
AdKsTd3s,1.3797943421459986E-16,-54000.00000000008
KcKsJd3s,2.831539392969375E-17,-53999.999999999505
KsQd3s2c,4.639181398258976E-16,-53999.99999999927
KsQd3c3s,4.82486420730492E-15,-53999.99999999981
KsQd9c3s,4.0994448032981565E-17,-53999.99999999997
AcKsQd3s,3.8066739745255845E-16,-53999.99999999999
KdKs3c3s,6.593674824620648E-18,-54000.00000000039
KdKsJc3s,2.831539392969375E-17,-53999.999999999505
AcKdKs3s,0.970139641753849,-53999.99999999996
AdKsQc3s,3.8066739745255845E-16,-53999.99999999999
AdKcKs3s,0.970139641753849,-53999.99999999996
Ks7c3s2c,1.0819396718864025E-15,-54000.000000000065
Ks4c3c3s,3.107840172784461E-15,-54000.00000000061
Ks6c3c3s,3.8197082397783464E-17,-54000.00000000063
Ks8c3c3s,2.7691513895930226E-16,-53999.999999999796
AcKs4c3s,2.6266734946112154E-16,-53999.999999999774
KsQc5c3s,1.868974142170786E-16,-54000.00000000024
KcKs5c3s,2.007765968187579E-15,-54000.00000000046
Ks8c6c3s,7.832984545859368E-16,-53999.999999999796
KsTc8c3s,7.52625251931503E-16,-53999.99999999982
KsJc8c3s,2.4663566532214483E-15,-53999.999999999985
KsQc8c3s,6.0173701752400734E-15,-53999.99999999976
KcKs9c3s,3.21929299713655E-16,-54000.00000000065
AcKs9c3s,7.785983436224846E-16,-53999.99999999989
KcKsTc3s,9.760191541223837E-15,-54000.00000000007
AcKsTc3s,1.3797943421459986E-16,-54000.00000000008
As6h3s2h,5.155506067613328E-16,-53999.99999999977
As8h3s2h,1.085752985405145E-16,-54000.000000000626
AsJd3s2h,8.207309312504565E-17,-54000.0000000003
AsJc3s2h,8.207309312504565E-17,-54000.0000000003
As9h3h3s,2.038400037173274E-16,-54000.00000000002
As5d3h3s,4.169920374321231E-17,-54000.00000000001
As5c3h3s,4.169920374321231E-17,-54000.00000000001
AsKh4h3s,7.578085141489811E-17,-53999.99999999938
As6h5h3s,4.8248743959190275E-15,-54000.00000000018
As7h5h3s,2.1408991386977441E-16,-54000.00000000063
AsTh5h3s,1.1500732201081544E-15,-54000.00000000098
AsQh5h3s,2.063380784951855E-15,-54000.00000000049
AsKh5h3s,2.229461353597443E-16,-53999.99999999941
AhAs5h3s,7.587417738012533E-16,-54000.00000000012
As5h3d3s,4.169920374321231E-17,-54000.00000000001
As8d5h3s,8.947549813442817E-17,-54000.000000000124
AsTd5h3s,3.4103255894107673E-16,-53999.99999999929
AsQd5h3s,1.7753216811304547E-17,-53999.999999999396
AsKd5h3s,2.6498821813155993E-19,-53999.99999999991
As5h3c3s,4.169920374321231E-17,-54000.00000000001
As8c5h3s,8.947549813442817E-17,-54000.000000000124
AsTc5h3s,3.4103255894107673E-16,-53999.99999999929
AsQc5h3s,1.7753216811304547E-17,-53999.999999999396
AsKc5h3s,2.6498821813155993E-19,-53999.99999999991
As7h6h3s,4.352967960372576E-15,-53999.999999999636
AsTh6h3s,7.013294436878483E-18,-53999.99999999979
AhAs6h3s,9.690485586718788E-16,-53999.99999999983
As8d6h3s,6.16312152556434E-17,-53999.99999999962
AdAs6h3s,1.1683325670653618E-17,-53999.99999999949
As8c6h3s,6.16312152556434E-17,-53999.99999999962
AcAs6h3s,1.1683325670653618E-17,-53999.99999999949
AsJh7h3s,1.9252859735324404E-17,-54000.00000000017
AdAs7h3s,6.679471292878836E-17,-53999.99999999965
AcAs7h3s,6.679471292878836E-17,-53999.99999999965
AsJh8h3s,2.283049919426763E-16,-54000.000000000255
AsQh8h3s,1.9859949549073913E-16,-54000.000000000044
As8h5d3s,8.947549813442817E-17,-54000.000000000124
As8h6d3s,6.16312152556434E-17,-53999.99999999962
As8d8h3s,2.354416860394483E-15,-53999.99999999984
AsTd8h3s,6.70084960194543E-17,-53999.99999999958
As8h5c3s,8.947549813442817E-17,-54000.000000000124
As8h6c3s,6.16312152556434E-17,-53999.99999999962
As8c8h3s,2.354416860394483E-15,-53999.99999999984
AsTc8h3s,6.70084960194543E-17,-53999.99999999958
AhAs9h3s,2.235453129453838E-16,-53999.99999999985
AsTh5d3s,3.4103255894107673E-16,-53999.99999999929
AsTh8d3s,6.70084960194543E-17,-53999.99999999958
AdAsTh3s,1.5354930212155042E-16,-53999.99999999998
AsTh5c3s,3.4103255894107673E-16,-53999.99999999929
AsTh8c3s,6.70084960194543E-17,-53999.99999999958
AcAsTh3s,1.5354930212155042E-16,-53999.99999999998
AsKhJh3s,2.6834981594582555E-15,-53999.99999999971
AsJh3s2d,8.207309312504565E-17,-54000.0000000003
AsKdJh3s,8.136518785211754E-17,-53999.9999999992
AdAsJh3s,2.2020248519752782E-16,-53999.999999999505
AsJh3s2c,8.207309312504565E-17,-54000.0000000003
AsKcJh3s,8.136518785211754E-17,-53999.9999999992
AcAsJh3s,2.2020248519752782E-16,-53999.999999999505
AsQh5d3s,1.7753216811304547E-17,-53999.999999999396
AsQh5c3s,1.7753216811304547E-17,-53999.999999999396
AhAsKh3s,9.437471347940907E-17,-54000.00000000018
AsKh5d3s,2.6498821813155993E-19,-53999.99999999991
AsKhJd3s,8.136518785211754E-17,-53999.9999999992
AsKh5c3s,2.6498821813155993E-19,-53999.99999999991
AsKhJc3s,8.136518785211754E-17,-53999.9999999992
AhAs6d3s,1.1683325670653618E-17,-53999.99999999949
AhAs7d3s,6.679471292878836E-17,-53999.99999999965
AhAsTd3s,1.5354930212155042E-16,-53999.99999999998
AhAsJd3s,2.2020248519752782E-16,-53999.999999999505
AhAs6c3s,1.1683325670653618E-17,-53999.99999999949
AhAs7c3s,6.679471292878836E-17,-53999.99999999965
AhAsTc3s,1.5354930212155042E-16,-53999.99999999998
AhAsJc3s,2.2020248519752782E-16,-53999.999999999505
As6d3s2d,5.155506067613328E-16,-53999.99999999977
As8d3s2d,1.085752985405145E-16,-54000.000000000626
AsJc3s2d,8.207309312504565E-17,-54000.0000000003
As9d3d3s,2.038400037173274E-16,-54000.00000000002
As5c3d3s,4.169920374321231E-17,-54000.00000000001
AsKd4d3s,7.578085141489811E-17,-53999.99999999938
As6d5d3s,4.8248743959190275E-15,-54000.00000000018
As7d5d3s,2.1408991386977441E-16,-54000.00000000063
AsTd5d3s,1.1500732201081544E-15,-54000.00000000098
AsQd5d3s,2.063380784951855E-15,-54000.00000000049
AsKd5d3s,2.229461353597443E-16,-53999.99999999941
AdAs5d3s,7.587417738012533E-16,-54000.00000000012
As5d3c3s,4.169920374321231E-17,-54000.00000000001
As8c5d3s,8.947549813442817E-17,-54000.000000000124
AsTc5d3s,3.4103255894107673E-16,-53999.99999999929
AsQc5d3s,1.7753216811304547E-17,-53999.999999999396
AsKc5d3s,2.6498821813155993E-19,-53999.99999999991
As7d6d3s,4.352967960372576E-15,-53999.999999999636
AsTd6d3s,7.013294436878483E-18,-53999.99999999979
AdAs6d3s,9.690485586718788E-16,-53999.99999999983
As8c6d3s,6.16312152556434E-17,-53999.99999999962
AcAs6d3s,1.1683325670653618E-17,-53999.99999999949
AsJd7d3s,1.9252859735324404E-17,-54000.00000000017
AcAs7d3s,6.679471292878836E-17,-53999.99999999965
AsJd8d3s,2.283049919426763E-16,-54000.000000000255
AsQd8d3s,1.9859949549073913E-16,-54000.000000000044
As8d5c3s,8.947549813442817E-17,-54000.000000000124
As8d6c3s,6.16312152556434E-17,-53999.99999999962
As8c8d3s,2.354416860394483E-15,-53999.99999999984
AsTc8d3s,6.70084960194543E-17,-53999.99999999958
AdAs9d3s,2.235453129453838E-16,-53999.99999999985
AsTd5c3s,3.4103255894107673E-16,-53999.99999999929
AsTd8c3s,6.70084960194543E-17,-53999.99999999958
AcAsTd3s,1.5354930212155042E-16,-53999.99999999998
AsKdJd3s,2.6834981594582555E-15,-53999.99999999971
AsJd3s2c,8.207309312504565E-17,-54000.0000000003
AsKcJd3s,8.136518785211754E-17,-53999.9999999992
AcAsJd3s,2.2020248519752782E-16,-53999.999999999505
AsQd5c3s,1.7753216811304547E-17,-53999.999999999396
AdAsKd3s,9.437471347940907E-17,-54000.00000000018
AsKd5c3s,2.6498821813155993E-19,-53999.99999999991
AsKdJc3s,8.136518785211754E-17,-53999.9999999992
AdAs6c3s,1.1683325670653618E-17,-53999.99999999949
AdAs7c3s,6.679471292878836E-17,-53999.99999999965
AdAsTc3s,1.5354930212155042E-16,-53999.99999999998
AdAsJc3s,2.2020248519752782E-16,-53999.999999999505
As6c3s2c,5.155506067613328E-16,-53999.99999999977
As8c3s2c,1.085752985405145E-16,-54000.000000000626
As9c3c3s,2.038400037173274E-16,-54000.00000000002
AsKc4c3s,7.578085141489811E-17,-53999.99999999938
As6c5c3s,4.8248743959190275E-15,-54000.00000000018
As7c5c3s,2.1408991386977441E-16,-54000.00000000063
AsTc5c3s,1.1500732201081544E-15,-54000.00000000098
AsQc5c3s,2.063380784951855E-15,-54000.00000000049
AsKc5c3s,2.229461353597443E-16,-53999.99999999941
AcAs5c3s,7.587417738012533E-16,-54000.00000000012
As7c6c3s,4.352967960372576E-15,-53999.999999999636
AsTc6c3s,7.013294436878483E-18,-53999.99999999979
AcAs6c3s,9.690485586718788E-16,-53999.99999999983
AsJc7c3s,1.9252859735324404E-17,-54000.00000000017
AsJc8c3s,2.283049919426763E-16,-54000.000000000255
AsQc8c3s,1.9859949549073913E-16,-54000.000000000044
AcAs9c3s,2.235453129453838E-16,-53999.99999999985
AsKcJc3s,2.6834981594582555E-15,-53999.99999999971
AcAsKc3s,9.437471347940907E-17,-54000.00000000018
7h3h3s2h,6.42338539461805E-16,-54000.000000000146
Ah3h3s2h,5.48724199194353E-16,-53999.99999999962
Jh4h3s2h,1.954517046862937E-15,-54000.00000000039
Kh4h3s2h,5.863756420259997E-17,-54000.000000000386
4h3d3s2h,4.774787908744685E-15,-53999.99999999998
Td4h3s2h,2.0592926390804058E-16,-53999.999999999476
Jd4h3s2h,7.012817339056943E-17,-54000.000000000466
Ad4h3s2h,5.251034081723906E-17,-53999.99999999997
4h3c3s2h,4.774787908744685E-15,-53999.99999999998
Tc4h3s2h,2.0592926390804058E-16,-53999.999999999476
Jc4h3s2h,7.012817339056943E-17,-54000.000000000466
Ac4h3s2h,5.251034081723906E-17,-53999.99999999997
7d5h3s2h,2.4203733304148022E-17,-53999.99999999988
7c5h3s2h,2.4203733304148022E-17,-53999.99999999988
9h6h3s2h,4.1543341956643293E-16,-53999.99999999954
Qh6h3s2h,1.7221361115405E-16,-54000.000000000306
Jd6h3s2h,6.358949236075136E-17,-53999.99999999995
Jc6h3s2h,6.358949236075136E-17,-53999.99999999995
7h5d3s2h,6.503621046281089E-18,-53999.99999999976
7h6d3s2h,4.0457932361463734E-17,-54000.00000000104
7h5c3s2h,6.503621046281089E-18,-53999.99999999976
7h6c3s2h,4.0457932361463734E-17,-54000.00000000104
Kh9h3s2h,1.1081664404201567E-16,-53999.99999999963
9h4d3s2h,1.9845005262851906E-16,-54000.00000000012
9h4c3s2h,1.9845005262851906E-16,-54000.00000000012
Th3s2d2h,4.9765340740773103E-17,-53999.99999999907
QdTh3s2h,9.190482214026146E-17,-54000.00000000112
Th3s2c2h,4.9765340740773103E-17,-53999.99999999907
QcTh3s2h,9.190482214026146E-17,-54000.00000000112
Jh3d3s2h,4.384870142688603E-17,-53999.99999999977
Jh3c3s2h,4.384870142688603E-17,-53999.99999999977
QhTd3s2h,6.412181228128714E-16,-54000.00000000106
KdQh3s2h,1.806211798226503E-16,-53999.99999999949
QhTc3s2h,6.412181228128714E-16,-54000.00000000106
KcQh3s2h,1.806211798226503E-16,-53999.99999999949
Kh9d3s2h,4.215726849300267E-16,-53999.99999999964
Kh9c3s2h,4.215726849300267E-16,-53999.99999999964
Ah7d3s2h,1.4919660358477706E-16,-53999.99999999966
Ah8d3s2h,5.349669043136334E-17,-54000.00000000094
AhQd3s2h,8.93374292128833E-19,-54000.000000000466
Ah7c3s2h,1.4919660358477706E-16,-53999.99999999966
Ah8c3s2h,5.349669043136334E-17,-54000.00000000094
AhQc3s2h,8.93374292128833E-19,-54000.000000000466
Td3s2d2h,4.9765340740773103E-17,-53999.99999999907
Ac3s2d2h,1.499475214338051E-15,-54000.00000000051
5c3d3s2h,7.049977543282073E-16,-53999.999999999185
Qc3d3s2h,2.281335738995319E-16,-53999.99999999976
Kc3d3s2h,4.5812040489075E-17,-54000.00000000089
Td4d3s2h,3.736674682000917E-16,-53999.99999999995
5d3c3s2h,7.049977543282073E-16,-53999.999999999185
9c5d3s2h,1.1317436012190203E-17,-54000.00000000006
8c8d3s2h,3.1475175874923033E-16,-53999.99999999971
Tc8d3s2h,7.244144602053934E-18,-53999.99999999993
Jd9d3s2h,1.3894665271560134E-16,-53999.99999999889
9d5c3s2h,1.1317436012190203E-17,-54000.00000000006
AdTd3s2h,2.555494664344325E-17,-53999.99999999954
Td8c3s2h,7.244144602053934E-18,-53999.99999999993
TcTd3s2h,2.346468999241574E-16,-53999.99999999996
AdQd3s2h,3.4586315469390495E-16,-54000.00000000013
Qd3c3s2h,2.281335738995319E-16,-53999.99999999976
QcQd3s2h,9.828873275086285E-18,-54000.00000000021
Kd3c3s2h,4.5812040489075E-17,-54000.00000000089
AcKd3s2h,9.536181742173472E-17,-53999.99999999919
Ad3s2c2h,1.499475214338051E-15,-54000.00000000051
AdKc3s2h,9.536181742173472E-17,-53999.99999999919
Tc3s2c2h,4.9765340740773103E-17,-53999.99999999907
Tc4c3s2h,3.736674682000917E-16,-53999.99999999995
Jc9c3s2h,1.3894665271560134E-16,-53999.99999999889
AcTc3s2h,2.555494664344325E-17,-53999.99999999954
AcQc3s2h,3.4586315469390495E-16,-54000.00000000013
4h3d3h3s,2.937061354268588E-17,-54000.00000000004
Td4h3h3s,3.9561998158330957E-16,-54000.00000000034
Jd4h3h3s,4.5909309561328136E-17,-53999.99999999978
4h3c3h3s,2.937061354268588E-17,-54000.00000000004
Tc4h3h3s,3.9561998158330957E-16,-54000.00000000034
Jc4h3h3s,4.5909309561328136E-17,-53999.99999999978
7h5h3h3s,8.134304714567232E-16,-53999.99999999994
6d5h3h3s,9.535497222020598E-17,-54000.000000000146
Kd5h3h3s,3.227554351336432E-17,-54000.00000000123
6c5h3h3s,9.535497222020598E-17,-54000.000000000146
Kc5h3h3s,3.227554351336432E-17,-54000.00000000123
7h6h3h3s,1.3365358100474218E-15,-54000.000000000415
Jh6h3h3s,4.755771690521559E-16,-53999.999999999585
Ah6h3h3s,4.3629583874842757E-16,-54000.00000000025
6h5d3h3s,9.240336429887534E-18,-53999.99999999946
6h5c3h3s,9.240336429887534E-18,-53999.99999999946
Th8h3h3s,2.6466355216134413E-16,-54000.000000000226
9d8h3h3s,5.1137441962738575E-16,-54000.00000000078
Ad8h3h3s,4.0696946111260965E-16,-54000.00000000034
9c8h3h3s,5.1137441962738575E-16,-54000.00000000078
Ac8h3h3s,4.0696946111260965E-16,-54000.00000000034
9h3d3h3s,2.0753913111028206E-16,-53999.999999999396
9h4d3h3s,4.146511860116989E-17,-54000.00000000029
9h8d3h3s,1.444403832778742E-16,-54000.00000000043
